（～て）くる（１）,くる,動詞（機能語）
狂う,くるう,動詞
車いす,くるまいす,名詞
グレー,ぐれー,名詞（カタ）
黒帯,くろおび,名詞
クローン（人間）,くろーんにんげん,名詞（カタ）
黒っぽい,くろっぽい,い形容詞（複合）
軍隊,ぐんたい,名詞
訓練,くんれん,動詞／名詞
経営,けいえい,動詞／名詞
経営者,けいえいしゃ,名詞
計画,けいかく,動詞／名詞
景気,けいき,名詞
刑事,けいじ,名詞
形式,けいしき,名詞
芸術,げいじゅつ,名詞
ゲーム,げーむ,名詞（カタ）
劇場,げきじょう,名詞
化粧,けしょう,動詞／名詞
ゲスト,げすと,名詞（カタ）
けち,けち,な形容詞
決意,けつい,動詞／名詞
血液,けつえき,名詞
結果,けっか,名詞
月給,げっきゅう,名詞
けっこう,けっこう,副詞
決して,けっして,副詞
決勝戦,けっしょうせん,名詞
欠席,けっせき,動詞／名詞
月末,げつまつ,名詞
煙,けむり,名詞
げらげら,げらげら,副詞（擬態）
～けれど（も）,けれども,接続詞
～軒,けん,接辞（助数詞）
限界,げんかい,名詞
検査,けんさ,動詞／名詞
現在,げんざい,名詞
現実,げんじつ,名詞
減少,げんしょう,動詞／名詞
検討,けんとう,動詞／名詞
子,こ,名詞
恋,こい,名詞
効果,こうか,名詞
航海,こうかい,動詞／名詞
後悔,こうかい,動詞／名詞
工学,こうがく,名詞
効果的,こうかてき,な形容詞
好奇心,こうきしん,名詞
公共,こうきょう,名詞
工業,こうぎょう,名詞
高校生,こうこうせい,名詞
工事,こうじ,動詞／名詞
後者,こうしゃ,名詞
公衆電話,こうしゅうでんわ,名詞
洪水,こうずい,名詞
高速道路,こうそくどうろ,名詞
校長,こうちょう,名詞
交通費,こうつうひ,名詞
行動,こうどう,動詞／名詞
校内,こうない,名詞
光熱費,こうねつひ,名詞
後輩,こうはい,名詞
後半,こうはん,名詞
興奮,こうふん,動詞／名詞
公務員,こうむいん,名詞
～合目,ごうめ,接辞（助数詞）
コード,こーど,名詞（カタ）
コーナー,こーなー,名詞（カタ）
氷,こおり,名詞
凍る,こおる,動詞
ゴール,ごーる,動詞／名詞（カタ）
ゴールデンウイーク,ごーるでんうぃーく,名詞（カタ）
ゴールド,ごーるど,名詞（カタ）
誤解,ごかい,動詞／名詞
国技,こくぎ,名詞
国語,こくご,名詞　
国籍,こくせき,名詞
黒板,こくばん,名詞
国民,こくみん,名詞
国連（→国際連合）,こくれん（こくさいれんごう）,名詞
焦げる,こげる,動詞
心,こころ,名詞
腰,こし,名詞
小銭,こぜに,名詞
ごちそう,ごちそう,動詞／名詞
国会議員,こっかいぎいん,名詞
国旗,こっき,名詞
こってり,こってり,副詞
異なる,ことなる,動詞
～ごとに,ごとに,接辞（機能語）
子供っぽい,こどもっぽい,い形容詞（複合）
ことわざ,ことわざ,名詞
断る,ことわる,動詞
この（～年）,この,指示詞
この分では,このぶんでは,副詞（複合）
個別に,こべつに,副詞
ごまかす,ごまかす,動詞
コミュニケーション,こみゅにけーしょん,動詞／名詞（カタ）
小指,こゆび,名詞
ご来光,ごらいこう,名詞
こる,こる,動詞
これまで,これまで,副詞（複合）
これら,これら,指示詞
殺す,ころす,動詞
今回,こんかい,名詞
コンクール,こんくーる,名詞（カタ）
今世紀,こんせいき,名詞
コンタクトレンズ,こんたくとれんず,名詞（カタ）
コンビニ,こんびに,名詞（カタ）
ザーザー（と）,ざーざー,副詞（擬音）
最高,さいこう,名詞
細胞,さいぼう,名詞
坂,さか,名詞
逆さま,さかさま,名詞
盛ん,さかん,な形容詞
先,さき,名詞
作業,さぎょう,動詞／名詞
作詞家,さくしか,名詞
昨年,さくねん,名詞
昨晩,さくばん,名詞　
作品,さくひん,名詞
～作目,さくめ,接辞（助数詞）
作物,さくもつ,名詞
叫ぶ,さけぶ,動詞
指す,さす,動詞
さぞ,さぞ,副詞
作家,さっか,名詞
錯覚,さっかく,動詞／名詞
作曲家,さっきょくか,名詞
さっそく,さっそく,副詞
さっと,さっと,副詞
さぼる,さぼる,動詞
様々,さまざま,な形容詞
寒気,さむけ,名詞
左右する,さゆうする,動詞
ざらざら,ざらざら,副詞（擬態）
さらに,さらに,副詞
三角（形）,さんかく（けい）,名詞
産業／～産業,さんぎょう,名詞
参考,さんこう,名詞
算数,さんすう,名詞
塩辛い,しおからい,い形容詞
次回,じかい,名詞
歯学,しがく,名詞
四角（形）,しかく（けい）,名詞
四角い,しかくい,い形容詞
時期,じき,名詞
時給,じきゅう,名詞
しくしく,しくしく,副詞（擬態）
刺激,しげき,動詞／名詞
資源,しげん,名詞
死者,ししゃ,名詞
自信,じしん,名詞
自身,じしん,名詞
施設,しせつ,名詞
時代,じだい,名詞
従う,したがう,動詞
下書き,したがき,動詞／名詞
視聴率,しちょうりつ,名詞
質,しつ,名詞
しっかり,しっかり,副詞
しっかり,しっかり,副詞（擬態）
実感,じっかん,動詞／名詞
しつけ,しつけ,名詞
しつける,しつける,動詞
実現,じつげん,動詞／名詞
実際（に）は,じっさい（に）は,副詞
実際に,じっさいに,副詞
湿度,しつど,名詞
室内,しつない,名詞
実に,じつに,副詞
実力,じつりょく,名詞
自動,じどう,名詞
児童,じどう,名詞
自動的に,じどうてきに,副詞
しとしと,しとしと,副詞（擬態）
しばらくして,しばらくして,副詞（複合）
死亡,しぼう,動詞／名詞
志望,しぼう,動詞／名詞
自慢,じまん,動詞／名詞
市民,しみん,名詞
締切,しめきり,名詞
締め切る,しめきる,動詞
じめじめ,じめじめ,副詞（擬態）
湿っぽい,しめっぽい,い形容詞（複合）
湿る,しめる,動詞
地元,じもと,名詞
社員,しゃいん,名詞
社会人,しゃかいじん,名詞
車庫,しゃこ,名詞
車線,しゃせん,名詞
車内,しゃない,名詞
しゃべる,しゃべる,動詞
邪魔,じゃまする,動詞
じゃんけん,じゃんけん,名詞
「じゃんけん、ぽん」,じゃんけんぽん,表現
～周,しゅう,接辞（数助詞）
～中,じゅう,接辞（機能語）
週刊誌,しゅうかんし,名詞
宗教,しゅうきょう,名詞
従業員,じゅうぎょういん,名詞
集合,しゅうごう,動詞／名詞
修士課程,しゅうしかてい,名詞
就職,しゅうしょく,動詞／名詞
渋滞,じゅうたい,動詞／名詞
重大,じゅうだい,な形容詞
集中的に,しゅうちゅうてき,副詞
～中に,じゅうに,接辞（機能語）
重要,じゅうよう,な形容詞
主演,しゅえん,動詞／名詞
授業料,じゅぎょうりょう,名詞
首相,しゅしょう,名詞
主人公,しゅじんこう,名詞
出荷,しゅっか,動詞／名詞
出産,しゅっさん,動詞／名詞
出社,しゅっしゃ,動詞／名詞
出場,しゅつじょう,動詞／名詞
出身,しゅっしん,名詞
出世,しゅっせ,動詞／名詞
寿命,じゅみょう,名詞
～勝,しょう,接辞（数助詞）
～畳,じょう,接辞（助数詞）
上位,じょうい,名詞
小学～年生,しょうがく～ねんせい,名詞
小学生,しょうがくせい,名詞
しょうがない,しょうがない,い形容詞（複合）
将棋,しょうぎ,名詞
上級,じょうきゅう,名詞
上京,じょうきょう,動詞／名詞
消極的,しょうきょくてき,な形容詞
条件,じょうけん,名詞
上司,じょうし,名詞
商社,しょうしゃ,名詞
乗車,じょうしゃ,動詞／名詞
昇進,しょうしん,動詞／名詞
状態,じょうたい,名詞
招待状,しょうたいじょう,名詞
衝突,しょうとつ,動詞／名詞
少年,しょうねん,名詞
商売,しょうばい,名詞
消費税,しょうひぜい,名詞
商品,しょうひん,名詞
賞品,しょうひん,名詞
勝負,しょうぶ,動詞／名詞
情報,じょうほう,名詞
賞味期限,しょうみきげん,名詞
上流,じょうりゅう,名詞
使用料金,しようりょうきん,名詞
ショーペンハウアー,しょーぺんはうあー,名詞（固有）（カタ）
初級,しょきゅう,名詞
職員,しょくいん,名詞
職業,しょくぎょう,名詞
食中毒,しょくちゅうどく,名詞
食費,しょくひ,名詞
助言,じょげん,動詞／名詞
しょっぱい,しょっぱい,い形容詞
女優,じょゆう,名詞
しり,しり,名詞
知り合い,しりあい,名詞
シリーズ,しりーず,名詞（カタ）
シルバー,しるばー,名詞（カタ）
シルバー産業,しるばーさんぎょう,名詞（カタ）
白帯,しろおび,名詞
じろじろ,じろじろ,副詞（擬態）
白っぽい,しろっぽい,い形容詞（複合）
進学,しんがく,動詞／名詞
新記録,しんきろく,名詞
真剣,しんけん,な形容詞
深刻,しんこく,な形容詞
深刻さ,しんこくさ,名詞
新作,しんさく,名詞
新車,しんしゃ,名詞
申請,しんせい,動詞／名詞
人生,じんせい,名詞
親せき,しんせき,名詞
新鮮,しんせん,な形容詞
心臓,しんぞう,名詞
新入生,しんにゅうせい,名詞
進歩,しんぽ,動詞／名詞
親友,しんゆう,名詞
信頼,しんらい,動詞／名詞
心理学,しんりがく,名詞
吸い殻,すいがら,名詞
数学,すうがく,名詞
数字,すうじ,名詞
ずうずうしい,ずうずうしい,い形容詞
数人,すうにん,名詞
姿,すがた,名詞
～すぎ,すぎ,接辞（機能語）
～好き,ずき,接辞（接尾語）
すぐ（近く）,すぐ,副詞
すごく,すごく,副詞
少しも,すこしも,副詞
過ごす,すごす,動詞
進む,すすむ,動詞
すずめ,すずめ,名詞
進める,すすめる,動詞
すっかり,すっかり,副詞
酸っぱい,すっぱい,い形容詞
すでに,すでに,副詞
ストーブ,すとーぶ,名詞（カタ）
ストーリー,すとーりー,名詞（カタ）
ストライキ,すとらいき,名詞（カタ）
スパゲティ,すぱげてぃ,名詞（カタ）
スピード,すぴーど,名詞（カタ）
スピード違反,すぴーどいはん,名詞（カタ）
すべて,すべて,副詞
滑る,すべる,動詞
済ませる,すませる,動詞
済む,すむ,動詞　
スムーズ,すむーず,な形容詞
スリップ,すりっぷ,動詞／名詞（カタ）
すれ違う,すれちがう,動詞
正確,せいかく,な形容詞
性格,せいかく,名詞
生活費,せいかつひ,名詞
世紀,せいき,名詞
生産,せいさん,動詞／名詞
政治家,せいじか,名詞
清書,せいしょ,動詞／名詞
成人,せいじん,動詞／名詞
成人式,せいじんしき,名詞
精神的,せいしんてき,な形容詞
製造（会社）,せいぞう（がいしゃ）,名詞
成長,せいちょう,動詞／名詞
生徒,せいと,名詞
生年月日,せいねんがっぴ,名詞
政府,せいふ,名詞
生物,せいぶつ,名詞
成分,せいぶん,名詞
西洋,せいよう,名詞
セールス,せーるす,名詞（カタ）
セールスマン,せーるすまん,名詞（カタ）
世界一,せかいいち,名詞
石炭,せきたん,名詞
せっかく,せっかく,副詞
積極的,せっきょくてき,な形容詞
セット,せっと,動詞／名詞（カタ）
節約,せつやく,動詞／名詞
背中,せなか,名詞
セネカ,せねか,名詞（固有）（カタ）
せりふ,せりふ,名詞
全員,ぜんいん,名詞
前回,ぜんかい,名詞
選挙,せんきょ,名詞
センサー,せんさー,名詞（カタ）
選手,せんしゅ,名詞
選択,せんたく,動詞／名詞
宣伝,せんでん,動詞／名詞
先輩,せんぱい,名詞
前半,ぜんはん,名詞　
専門家,せんもんか,名詞
専門用語,せんもんようご,名詞
専用,せんよう,名詞
増加,ぞうか,動詞／名詞
総合的,そうごうてき,な形容詞
総菜,そうざい,名詞
想像,そうぞ,動詞／名詞
早朝,そうちょう,名詞
相当,そうとう,副詞
送料,そうりょう,名詞
育つ,そだつ,動詞
そっくり,そっくり,な形容詞
その辺,そのへん,名詞
そば,そば,名詞
素朴,そぼく,な形容詞
そよそよ,そよそよ,副詞（擬態）
それぞれ,それぞれ,名詞
それでは,それでは,接続詞
それでは,それでは,接続詞
それなのに,それなのに,接続詞
そろう,そろう,動詞
そろえる,そろえる,動詞
～対～,たい,接辞（接尾語）
～代,だい,接辞（助数詞）
～代,だい,接辞（接尾語）
第○志望,だい～しぼう,名詞
退学,たいがく,動詞／名詞
大学院生,だいがくいんせい,名詞
大学生,だいがくせい,名詞
大気（中）,たいきちゅう,名詞
退屈,たいくつ,な形容詞
体験,たいけん,動詞／名詞
対向車,たいこうしゃ,名詞
大事,だいじ,な形容詞
たいしたこと,たいしたこと,名詞（複合）
たいしたもの,たいしたもの,名詞（複合）
（～に）対して,たいして,動詞（複合辞）
退社,たいしゃ,動詞／名詞
体重,たいじゅう,名詞
対象,たいしょう,名詞
退職,たいしょく,動詞／名詞
対する,たいする,動詞
大成功,だいせいこう,名詞
大西洋,たいせいよう,名詞（固有）
タイトル,たいとる,名詞（カタ）
代表的,だいひょうてき,な形容詞
タイプ,たいぷ,名詞（カタ）
だいぶ,だいぶ,副詞
大部分,だいぶぶん,名詞
太平洋,たいへいよう,名詞（固有）
タイムカプセル,たいむかぷせる,名詞（カタ）
題名,だいめい,名詞
タイヤ,たいや,名詞（カタ）
倒す,たおす,動詞
だが,だが,接続詞
互い,たがいに,副詞
高まる,たかまる,動詞
高める,たかめる,動詞　
だから,だから,接続詞
宝くじ,たからくじ,名詞
滝,たき,名詞
抱き合う,だきあう,動詞（複合動詞）
炊く,たく,動詞
確かに,たしかに,副詞
足す,たす,動詞
～出す,だす,動詞（機能語）
助け合う,たすけあう,動詞（複合動詞）
助ける,たすける,動詞
尋ねる,たずねる,動詞
ただ,ただ,副詞
たたく,たたく,動詞
～たち,たち,接辞（接尾語）
たつ,たつ,動詞
建つ,たつ,動詞
達成,たっせい,動詞／名詞
だって,だって,接続詞
縦,たて,名詞
～建て,だて,接辞（接尾語）
立てる,たてる,動詞
たとえ,たとえ,副詞
たとえ,たとえ,名詞
例えば,たとえば,接続詞
たとえる,たとえる,動詞
頼もしい,たのもしい,い形容詞
旅,たび,名詞
食べ物屋,たべものや,名詞
だます,だます,動詞
たまる,たまる,動詞
頼りになる,たよりになる,動詞（複合動詞）
タワー,たわー,名詞（カタ）
～段,だん,接辞（助数詞）
単語,たんご,名詞
単純,たんじゅん,な形容詞
誕生,たんじょう,動詞／名詞
団体（写真）,だんたいしゃしん,名詞
単調,たんちょう,な形容詞
暖冬,だんとう,名詞
男優,だんゆう,名詞
段落,だんらく,名詞
「チーズ」,ちーず,表現
知恵,ちえ,名詞
チェス,ちぇす,名詞（カタ）
違い,ちがい,名詞
近い（将来）,ちかいしょうらい,い形容詞
～近く,ちかく,接辞（接尾語）
近づく,ちかづく,動詞
地球,ちきゅう,名詞
ちなみに,ちなみに,接続詞
地方,ちほう,名詞
チャイム,ちゃいむ,名詞（カタ）
茶色っぽい,ちゃいろっぽい,い形容詞（複合）
ちゃんと,ちゃんと,副詞
中央　,ちゅうおう,名詞　
中華（料理）,ちゅうか（りょうり）,名詞
中級,ちゅうきゅう,名詞
中古車,ちゅうこしゃ,名詞
中旬,ちゅうじゅん,名詞
抽象的,ちゅうしょうてき,な形容詞
～中に,ちゅうに,接辞（機能語）
注目,ちゅうもく,動詞／名詞
注文,ちゅうもん,動詞／名詞
調査,ちょうさ,動詞／名詞
長時間,ちょうじかん,名詞
頂上,ちょうじょう,名詞
挑戦,ちょうせん,動詞／名詞
直径,ちょっけい,名詞
ちょっとした,ちょっとした,い形容詞（複合）
地理,ちり,名詞
チンパンジー,ちんぱんじー,名詞（カタ）
つい,つい,副詞
ついでに,ついでに　,副詞
ついに,ついに,副詞
通勤,つうきん,動詞／名詞
通じる,つうじる,動詞（～じる／ずる）
通訳,つうやく,動詞／名詞
捕まえる,つかまえる,動詞
付き合う,つきあう,動詞（複合動詞）
つけ物,つけもの,名詞
伝え合う,つたえあう,動詞（複合動詞）
～続ける,つづける,動詞（機能語）
つながる,つながる,動詞
つなぐ,つなぐ,動詞
つなげる,つなげる,動詞
津波,つなみ,名詞
～っぽい,っぽい,接辞（機能語）
つま先,つまさき,名詞
つまり,つまり,接続詞
積む,つむ,動詞
つめ,つめ,名詞
つもる,つもる,動詞
梅雨,つゆ,名詞
梅雨明け,つゆあけ,名詞
強まる,つよまる,動詞
強み,つよみ,名詞
強める,つよめる,動詞
つらい,つらい,い形容詞
つるつる,つるつる,副詞（擬態）
出会う,であう,動詞
提案,ていあん,動詞／名詞
ＤＫ,でぃーけー,名詞
ディズニーランド,でぃずにーらんど,名詞（固有）（カタ）
